url_length,url_special_characters,url_tag_script,url_tag_iframe,url_attr_src,url_event_onload,url_event_onmouseover,url_cookie,url_number_keywords_param,url_number_domain,html_tag_script,html_tag_iframe,html_tag_meta,html_tag_object,html_tag_embed,html_tag_link,html_tag_svg,html_tag_frame,html_tag_form,html_tag_div,html_tag_style,html_tag_img,html_tag_input,html_tag_textarea,html_attr_action,html_attr_background,html_attr_classid,html_attr_codebase,html_attr_href,html_attr_longdesc,html_attr_profile,html_attr_src,html_attr_usemap,html_attr_http-equiv,html_event_onblur,html_event_onchange,html_event_onclick,html_event_onerror,html_event_onfocus,html_event_onkeydown,html_event_onkeypress,html_event_onkeyup,html_event_onload,html_event_onmousedown,html_event_onmouseout,html_event_onmouseover,html_event_onmouseup,html_event_onsubmit,html_number_keywords_evil,js_file,js_pseudo_protocol,js_dom_location,js_dom_document,js_prop_cookie,js_prop_referrer,js_method_write,js_method_getElementsByTagName,js_method_getElementById,js_method_alert,js_method_eval,js_method_fromCharCode,js_method_confirm,js_min_length,js_min_define_function,js_min_function_calls,js_string_max_length,html_length,label
0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.014193548387096775,0.02040816326530612,0.004705882352941176,0.0,0.0,0.007987220447284345,0.0,0.0,0.0,0.03650176023716879,0.0,0.004469727752945957,0.0,0.0,0.0,0.0,0.0,0.0,0.029046868846002362,0.0,0.0,0.008903278025091057,0.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017857142857142857,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.110063787429407e-05,0.0,0.0,0.0008932739839851144,0.010280443349948968,0
0.039705882352941174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.00903225806451613,0.0,0.000784313725490196,0.0,0.0,0.006389776357827476,0.0,0.0,0.0,0.0020381693533444503,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039385584875935406,0.0,0.0,0.0020234722784297854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002563348615178484,0
0.07058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.04258064516129032,0.0,0.03294117647058823,0.0,0.0,0.054313099041533544,0.0,0.0,0.017391304347826087,0.008337965536409116,0.0423728813559322,0.0008126777732629012,0.0013236267372600927,0.0,0.017391304347826087,0.0,0.0,0.0,0.007680189050807404,0.0,0.0,0.008903278025091057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.021551724137931036,0.0,0.0,0.012987012987012988,0.024390243902439025,0.014705882352941176,0.0,0.0,0.05555555555555555,0.0,0.0005281761670661846,0.0,0.0,0.0017730645870798875,0.008846152680253449,0
0.014705882352941173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.01806451612903226,0.02040816326530612,0.006274509803921568,0.0,0.0,0.003194888178913738,0.0,0.0,0.008695652173913044,0.008337965536409116,0.0,0.017878911011783828,0.0026472534745201853,0.0,0.008695652173913044,0.0,0.0,0.0,0.002855454903505317,0.0,0.0,0.019830028328611898,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031746031746031746,0.0031746031746031746,0.0,0.0,0.0,1.0,1.0,0.022222222222222223,0.008620689655172414,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,5.078616991021005e-05,0.0,0.0,0.0016323317990369496,0.008564237964002125,0
0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.02064516129032258,0.0,0.016470588235294115,0.0,0.0,0.02875399361022364,0.0,0.0,0.026086956521739132,0.0072262367982212335,0.00847457627118644,0.0008126777732629012,0.005294506949040371,0.0,0.026086956521739132,0.0,0.0,0.0,0.0056124458448207955,0.0,0.0,0.004451639012545528,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004464285714285714,1.0,0.0,0.0,0.0021551724137931034,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0007617925486531508,0.0,0.0,0.0003556241709827531,0.006495231117601808,0
0.027941176470588233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.007741935483870968,0.0,0.010980392156862745,0.0,0.0,0.006389776357827476,0.0034602076124567475,0.0,0.0,0.008523253659440429,0.0,0.012596505485574968,0.0,0.0,0.0,0.0,0.0,0.0,0.004824734147302087,0.0,0.0,0.013354917037636584,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004464285714285714,1.0,0.0,0.044444444444444446,0.017241379310344827,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0025088367935643765,0.0,0.0,0.012519319156681943,0.007040172963655853,0
0.044117647058823525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.05419354838709677,0.1020408163265306,0.012549019607843137,0.0,0.0,0.020766773162939296,0.0,0.0,0.008695652173913044,0.04965721697239207,0.01694915254237288,0.030475416497358795,0.017207147584381206,0.0,0.008695652173913044,0.0,0.0,0.0,0.012997243009058685,0.0,0.0,0.03763658437879401,0.0,0.15000000000000002,0.0,0.0,0.004932735426008968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809525,0.009523809523809525,0.0,0.0,0.0,1.0,1.0,0.08888888888888889,0.010775862068965518,0.0,0.0,0.0,0.024390243902439025,0.022058823529411763,0.0,0.0,0.0,0.0,0.0005688051029943525,0.0,0.0,0.0035023081862661657,0.019418770669956682,0
0.1941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.06064516129032258,0.0,0.022745098039215685,0.0,0.0,0.027156549520766772,0.0,0.0,0.017391304347826087,0.016675931072818232,0.00847457627118644,0.0016253555465258025,0.0013236267372600927,0.0,0.017391304347826087,0.0,0.0,0.0,0.014375738479716424,0.0,0.0,0.004451639012545528,0.0,0.0,0.0,0.0,0.0017937219730941704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.007407407407407408,0.015086206896551723,0.07317073170731708,0.0,0.0,0.04878048780487805,0.125,0.0,0.015873015873015872,0.611111111111111,0.0,2.031446796408402e-05,0.0,0.0,0.006614441038018079,0.017388704896851626,0
0.041176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.04516129032258064,0.0,0.016470588235294115,0.0,0.0,0.020766773162939296,0.006920415224913495,0.0,0.017391304347826087,0.07300352047433759,0.0,0.02600568874441284,0.0013236267372600927,0.0,0.017391304347826087,0.0,0.0,0.0,0.028849940921622685,0.0,0.0,0.032780250910562525,0.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.007407407407407408,0.004310344827586207,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003758176573355544,0.0,0.0,0.0004811881555240569,0.03849360072248516,0
0.24117647058823533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.15483870967741936,0.0,0.004705882352941176,0.0,0.0,0.01757188498402556,0.0,0.0,0.06956521739130435,0.12896053362979432,0.19491525423728814,0.02031694433157253,0.03772336201191264,0.0,0.06086956521739131,0.0,0.0,0.0,0.02983458054352107,0.0,0.0,0.020234722784297856,0.0,0.1,0.0,0.0,0.0004484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005803571428571429,0.0,1.0,0.02962962962962963,0.01293103448275862,0.024390243902439025,0.0,0.0,0.04878048780487805,0.022058823529411763,0.06896551724137931,0.015873015873015872,0.05555555555555555,0.0,1.015723398204201e-05,0.0,0.0,0.04977390055669509,0.12787572247932916,0
0.051470588235294115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0232258064516129,0.0,0.012549019607843137,0.0,0.0,0.01757188498402556,0.005190311418685121,0.0,0.034782608695652174,0.08578840096349824,0.0,0.009752133279154815,0.011250827266710787,0.0,0.008695652173913044,0.0,0.0,0.0,0.01988972036234738,0.0,0.0,0.012950222581950627,0.0,0.0,0.0,0.0,0.0,0.03896103896103896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004464285714285714,1.0,0.0,0.05185185185185186,0.017241379310344827,0.0,0.0,0.0,0.04878048780487805,0.007352941176470588,0.0,0.0,0.0,0.0,0.00024377361556900823,0.0,0.0,0.017274739054444207,0.051856917904988906,0
0.014705882352941173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.007741935483870968,0.0,0.001568627450980392,0.0,0.0,0.006389776357827476,0.0,0.0,0.0,0.008337965536409116,0.01694915254237288,0.0008126777732629012,0.0,0.0,0.0,0.0,0.0,0.0,0.8360575029539188,0.0,0.0,0.0020234722784297854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04821428571428571,1.0,0.0,0.0,0.0021551724137931034,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0014016982895217974,0.0,0.0,0.0004946715364143983,0.14063253827476122,0
0.004411764705882351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.002352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.350521192454945e-05,0
0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.09419354838709677,0.0,0.023529411764705882,0.0,0.0,0.04153354632587859,0.0,0.0,0.06086956521739131,0.01056142301278488,0.0847457627118644,0.008533116619260463,0.03441429516876241,0.023809523809523808,0.06086956521739131,0.0,0.0,0.0,0.008763292634895628,0.0,0.0,0.023472278429785512,0.0,0.0,0.0,0.0,0.0026905829596412557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0008928571428571428,1.0,0.0,0.007407407407407408,0.00646551724137931,0.07317073170731708,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0008430504205094869,0.0,0.0,0.029499109254149933,0.02908012090853488,0
0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.01032258064516129,0.14285714285714285,0.010980392156862745,0.0,0.0,0.10383386581469647,0.0,0.0,0.052173913043478265,0.17435612377246618,0.01694915254237288,0.013409183258837871,0.021178027796161483,0.07142857142857142,0.034782608695652174,0.0,0.0,0.0,0.02333595903899173,0.0,0.0,0.013354917037636584,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008035714285714285,1.0,0.0,0.007407407407407408,0.015086206896551723,0.0,0.0,0.0,0.0,0.007352941176470588,0.0,0.0,0.05555555555555555,0.0,0.001096981270060537,0.0,0.00044444444444444447,0.0022323422486571396,0.0797790665381689,0
0.03529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.04387096774193548,0.04081632653061224,0.00392156862745098,0.0,0.0,0.023961661341853034,0.0,0.0,0.034782608695652174,0.008337965536409116,0.0423728813559322,0.029662738724095895,0.00727994705493051,0.0,0.0,0.0,0.0,0.0,0.03574241827491138,0.0,0.0,0.03844597329016593,0.0,0.05,0.0,0.0,0.003587443946188341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.004310344827586207,0.0,0.0,0.012987012987012988,0.024390243902439025,0.014705882352941176,0.034482758620689655,0.0,0.0,0.0,1.015723398204201e-05,0.0,0.0,0.0008578801091479683,0.0355359445926822,0
0.07794117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0025806451612903226,0.0,0.00392156862745098,0.0,0.0,0.006389776357827476,0.0,0.0,0.026086956521739132,0.007782101167315175,0.025423728813559324,0.0008126777732629012,0.010589013898080741,0.0,0.026086956521739132,0.0,0.0,0.0,0.006892477353288696,0.0,0.0,0.0008093889113719142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004310344827586207,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.004367610612278064,0.0,0.004888888888888889,0.0007820360916397982,0.01318796576263527,0
0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.003870967741935484,0.0,0.003137254901960784,0.0,0.0,0.003194888178913738,0.0,0.0,0.017391304347826087,0.005002779321845469,0.025423728813559324,0.0,0.003970880211780278,0.0,0.017391304347826087,0.0,0.0,0.0,0.00196927924379677,0.0,0.0,0.0004046944556859571,0.0,0.05,0.008438818565400843,0.0,0.0008968609865470852,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016962580750010158,0.0,0.0044444444444444444,0.00014073278804293784,0.007090773040931731,0
0.551470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.01806451612903226,0.0,0.002352941176470588,0.0,0.0,0.006389776357827476,0.0,0.0,0.008695652173913044,0.002408745599407078,0.00847457627118644,0.0,0.013236267372600927,0.0,0.008695652173913044,0.0,0.0,0.0,0.0005907837731390311,0.0,0.0,0.0004046944556859571,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0017857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027424531751513425,0.0,0.0,0.0464856410420631,0.028143902888891324,0
